"2026-05-01 22:40:57",95,"Asnières-sur-Oise",::1
"2026-05-01 22:40:58",95,"Asnières-sur-Oise",::1
"2026-05-01 22:40:59",95,"Asnières-sur-Oise",::1
"2026-05-01 22:42:27",95,"Asnières-sur-Oise",::1
"2026-05-01 22:57:01",91,"Ballancourt-sur-Essonne",::1
"2026-05-01 23:00:43",91,"Ballancourt-sur-Essonne",::1
"2026-05-01 23:05:17",91,"Ballancourt-sur-Essonne",::1
"2026-05-01 23:05:20",91,"Ballancourt-sur-Essonne",::1
"2026-05-01 23:05:23",91,"Ballancourt-sur-Essonne",::1
"2026-05-01 23:05:31",92,"Clamart",::1
"2026-05-01 23:06:38",95,"Attainville",::1
"2026-05-01 23:15:05",95,"Attainville",::1
"2026-05-01 23:15:15",95,"Beaumont-sur-Oise",::1
"2026-05-01 23:15:29",95,"Asnières-sur-Oise",::1
"2026-05-01 23:22:11",95,"Asnières-sur-Oise",::1
"2026-05-01 23:22:26",95,"Asnières-sur-Oise",::1
